,operatetime,_c1,day,hour,period,day_type,timestamp
17848,2020051201,661,137,1,3,1,1589216400.0
17849,2020051200,572,137,0,3,1,1589212800.0
17850,2020051123,1444,136,23,3,1,1589209200.0
17851,2020051122,1864,136,22,2,1,1589205600.0
17852,2020051121,3231,136,21,2,1,1589202000.0
17853,2020051120,4267,136,20,2,1,1589198400.0
17854,2020051119,7591,136,19,2,1,1589194800.0
17855,2020051118,17657,136,18,1,1,1589191200.0
17856,2020051117,44048,136,17,1,1,1589187600.0
17857,2020051116,62213,136,16,1,1,1589184000.0
17858,2020051115,69914,136,15,1,1,1589180400.0
17859,2020051114,69772,136,14,1,1,1589176800.0
17860,2020051113,29787,136,13,1,1,1589173200.0
17861,2020051112,15304,136,12,1,1,1589169600.0
17862,2020051111,47294,136,11,1,1,1589166000.0
17863,2020051110,68365,136,10,1,1,1589162400.0
17864,2020051109,108171,136,9,1,1,1589158800.0
17865,2020051108,124798,136,8,1,1,1589155200.0
17866,2020051107,6293,136,7,2,1,1589151600.0
17867,2020051106,541,136,6,3,1,1589148000.0
17868,2020051105,1147,136,5,3,1,1589144400.0
17869,2020051104,130,136,4,3,1,1589140800.0
17870,2020051103,546,136,3,3,1,1589137200.0
17871,2020051102,128,136,2,3,1,1589133600.0
17872,2020051101,601,136,1,3,1,1589130000.0
17873,2020051100,360,136,0,3,1,1589126400.0
17874,2020051023,1159,135,23,3,2,1589122800.0
17875,2020051022,1207,135,22,2,2,1589119200.0
17876,2020051021,2437,135,21,2,2,1589115600.0
17877,2020051020,1937,135,20,2,2,1589112000.0
17878,2020051019,2598,135,19,2,2,1589108400.0
17879,2020051018,2908,135,18,1,2,1589104800.0
17880,2020051017,4482,135,17,1,2,1589101200.0
17881,2020051016,4549,135,16,1,2,1589097600.0
17882,2020051015,4735,135,15,1,2,1589094000.0
17883,2020051014,3948,135,14,1,2,1589090400.0
17884,2020051013,3377,135,13,1,2,1589086800.0
17885,2020051012,2742,135,12,1,2,1589083200.0
17886,2020051011,4737,135,11,1,2,1589079600.0
17887,2020051010,5441,135,10,1,2,1589076000.0
17888,2020051009,7135,135,9,1,2,1589072400.0
17889,2020051008,4921,135,8,1,2,1589068800.0
17890,2020051007,1347,135,7,2,2,1589065200.0
17891,2020051006,304,135,6,3,2,1589061600.0
17892,2020051005,1148,135,5,3,2,1589058000.0
17893,2020051004,127,135,4,3,2,1589054400.0
17894,2020051003,577,135,3,3,2,1589050800.0
17895,2020051002,187,135,2,3,2,1589047200.0
17896,2020051001,650,135,1,3,2,1589043600.0
17897,2020051000,429,135,0,3,2,1589040000.0
17898,2020050923,1389,134,23,3,1,1589036400.0
17899,2020050922,1551,134,22,2,1,1589032800.0
17900,2020050921,2601,134,21,2,1,1589029200.0
17901,2020050920,3197,134,20,2,1,1589025600.0
17902,2020050919,6633,134,19,2,1,1589022000.0
17903,2020050918,15585,134,18,1,1,1589018400.0
17904,2020050917,40193,134,17,1,1,1589014800.0
17905,2020050916,54745,134,16,1,1,1589011200.0
17906,2020050915,60681,134,15,1,1,1589007600.0
17907,2020050914,59597,134,14,1,1,1589004000.0
17908,2020050913,26368,134,13,1,1,1589000400.0
17909,2020050912,13500,134,12,1,1,1588996800.0
17910,2020050911,41187,134,11,1,1,1588993200.0
17911,2020050910,55858,134,10,1,1,1588989600.0
17912,2020050909,76193,134,9,1,1,1588986000.0
17913,2020050908,81629,134,8,1,1,1588982400.0
17914,2020050907,5763,134,7,2,1,1588978800.0
17915,2020050906,517,134,6,3,1,1588975200.0
17916,2020050905,1166,134,5,3,1,1588971600.0
17917,2020050904,165,134,4,3,1,1588968000.0
17918,2020050903,566,134,3,3,1,1588964400.0
17919,2020050902,166,134,2,3,1,1588960800.0
17920,2020050901,655,134,1,3,1,1588957200.0
17921,2020050900,409,134,0,3,1,1588953600.0
17922,2020050823,1247,133,23,3,1,1588950000.0
17923,2020050822,1523,133,22,2,1,1588946400.0
17924,2020050821,2862,133,21,2,1,1588942800.0
17925,2020050820,3617,133,20,2,1,1588939200.0
17926,2020050819,7027,133,19,2,1,1588935600.0
17927,2020050818,16089,133,18,1,1,1588932000.0
17928,2020050817,41408,133,17,1,1,1588928400.0
17929,2020050816,57197,133,16,1,1,1588924800.0
17930,2020050815,64197,133,15,1,1,1588921200.0
17931,2020050814,64255,133,14,1,1,1588917600.0
17932,2020050813,27145,133,13,1,1,1588914000.0
17933,2020050812,14390,133,12,1,1,1588910400.0
17934,2020050811,41994,133,11,1,1,1588906800.0
17935,2020050810,59750,133,10,1,1,1588903200.0
17936,2020050809,81497,133,9,1,1,1588899600.0
17937,2020050808,82749,133,8,1,1,1588896000.0
17938,2020050807,5890,133,7,2,1,1588892400.0
17939,2020050806,488,133,6,3,1,1588888800.0
17940,2020050805,1185,133,5,3,1,1588885200.0
17941,2020050804,150,133,4,3,1,1588881600.0
17942,2020050803,608,133,3,3,1,1588878000.0
17943,2020050802,166,133,2,3,1,1588874400.0
17944,2020050801,680,133,1,3,1,1588870800.0
17945,2020050800,426,133,0,3,1,1588867200.0
17946,2020050723,1304,132,23,3,1,1588863600.0
17947,2020050722,1523,132,22,2,1,1588860000.0
17948,2020050721,2862,132,21,2,1,1588856400.0
17949,2020050720,3666,132,20,2,1,1588852800.0
17950,2020050719,6696,132,19,2,1,1588849200.0
17951,2020050718,15949,132,18,1,1,1588845600.0
17952,2020050717,42138,132,17,1,1,1588842000.0
17953,2020050716,57909,132,16,1,1,1588838400.0
17954,2020050715,65403,132,15,1,1,1588834800.0
17955,2020050714,65477,132,14,1,1,1588831200.0
17956,2020050713,27680,132,13,1,1,1588827600.0
17957,2020050712,13779,132,12,1,1,1588824000.0
17958,2020050711,42815,132,11,1,1,1588820400.0
17959,2020050710,59895,132,10,1,1,1588816800.0
17960,2020050709,81727,132,9,1,1,1588813200.0
17961,2020050708,84768,132,8,1,1,1588809600.0
17962,2020050707,5832,132,7,2,1,1588806000.0
17963,2020050706,555,132,6,3,1,1588802400.0
17964,2020050705,1168,132,5,3,1,1588798800.0
17965,2020050704,156,132,4,3,1,1588795200.0
17966,2020050703,575,132,3,3,1,1588791600.0
17967,2020050702,177,132,2,3,1,1588788000.0
17968,2020050701,688,132,1,3,1,1588784400.0
17969,2020050700,389,132,0,3,1,1588780800.0
17970,2020050623,1308,131,23,3,1,1588777200.0
17971,2020050622,1520,131,22,2,1,1588773600.0
17972,2020050621,2692,131,21,2,1,1588770000.0
17973,2020050620,3402,131,20,2,1,1588766400.0
17974,2020050619,6510,131,19,2,1,1588762800.0
17975,2020050618,16033,131,18,1,1,1588759200.0
17976,2020050617,42136,131,17,1,1,1588755600.0
17977,2020050616,58166,131,16,1,1,1588752000.0
17978,2020050615,66240,131,15,1,1,1588748400.0
17979,2020050614,66611,131,14,1,1,1588744800.0
17980,2020050613,27861,131,13,1,1,1588741200.0
17981,2020050612,13881,131,12,1,1,1588737600.0
17982,2020050611,45808,131,11,1,1,1588734000.0
17983,2020050610,63821,131,10,1,1,1588730400.0
17984,2020050609,88366,131,9,1,1,1588726800.0
17985,2020050608,84514,131,8,1,1,1588723200.0
17986,2020050607,5835,131,7,2,1,1588719600.0
17987,2020050606,495,131,6,3,1,1588716000.0
17988,2020050605,1154,131,5,3,1,1588712400.0
17989,2020050604,122,131,4,3,1,1588708800.0
17990,2020050603,556,131,3,3,1,1588705200.0
17991,2020050602,132,131,2,3,1,1588701600.0
17992,2020050601,593,131,1,3,1,1588698000.0
17993,2020050600,340,131,0,3,1,1588694400.0
17994,2020050523,998,130,23,3,2,1588690800.0
17995,2020050522,1002,130,22,2,2,1588687200.0
17996,2020050521,1931,130,21,2,2,1588683600.0
17997,2020050520,1689,130,20,2,2,1588680000.0
17998,2020050519,2510,130,19,2,2,1588676400.0
17999,2020050518,2657,130,18,1,2,1588672800.0
18000,2020050517,4803,130,17,1,2,1588669200.0
18001,2020050516,4890,130,16,1,2,1588665600.0
18002,2020050515,4967,130,15,1,2,1588662000.0
18003,2020050514,4118,130,14,1,2,1588658400.0
18004,2020050513,3346,130,13,1,2,1588654800.0
18005,2020050512,2768,130,12,1,2,1588651200.0
18006,2020050511,4768,130,11,1,2,1588647600.0
18007,2020050510,5760,130,10,1,2,1588644000.0
18008,2020050509,7249,130,9,1,2,1588640400.0
18009,2020050508,4836,130,8,1,2,1588636800.0
18010,2020050507,1147,130,7,2,2,1588633200.0
18011,2020050506,253,130,6,3,2,1588629600.0
18012,2020050505,1098,130,5,3,2,1588626000.0
18013,2020050504,132,130,4,3,2,1588622400.0
18014,2020050503,558,130,3,3,2,1588618800.0
18015,2020050502,142,130,2,3,2,1588615200.0
18016,2020050501,622,130,1,3,2,1588611600.0
18017,2020050500,270,130,0,3,2,1588608000.0
18018,2020050423,978,129,23,3,2,1588604400.0
18019,2020050422,778,129,22,2,2,1588600800.0
18020,2020050421,1533,129,21,2,2,1588597200.0
18021,2020050420,1267,129,20,2,2,1588593600.0
18022,2020050419,2044,129,19,2,2,1588590000.0
18023,2020050418,2407,129,18,1,2,1588586400.0
18024,2020050417,4197,129,17,1,2,1588582800.0
18025,2020050416,4289,129,16,1,2,1588579200.0
18026,2020050415,4704,129,15,1,2,1588575600.0
18027,2020050414,4124,129,14,1,2,1588572000.0
18028,2020050413,3361,129,13,1,2,1588568400.0
18029,2020050412,3100,129,12,1,2,1588564800.0
18030,2020050411,5563,129,11,1,2,1588561200.0
18031,2020050410,6480,129,10,1,2,1588557600.0
18032,2020050409,7835,129,9,1,2,1588554000.0
18033,2020050408,5114,129,8,1,2,1588550400.0
18034,2020050407,1480,129,7,2,2,1588546800.0
18035,2020050406,289,129,6,3,2,1588543200.0
18036,2020050405,1136,129,5,3,2,1588539600.0
18037,2020050404,124,129,4,3,2,1588536000.0
18038,2020050403,550,129,3,3,2,1588532400.0
18039,2020050402,151,129,2,3,2,1588528800.0
18040,2020050401,658,129,1,3,2,1588525200.0
18041,2020050400,424,129,0,3,2,1588521600.0
18042,2020050323,1339,128,23,3,2,1588518000.0
18043,2020050322,1557,128,22,2,2,1588514400.0
18044,2020050321,2384,128,21,2,2,1588510800.0
18045,2020050320,2169,128,20,2,2,1588507200.0
18046,2020050319,3040,128,19,2,2,1588503600.0
18047,2020050318,3414,128,18,1,2,1588500000.0
18048,2020050317,5370,128,17,1,2,1588496400.0
18049,2020050316,5523,128,16,1,2,1588492800.0
18050,2020050315,5867,128,15,1,2,1588489200.0
18051,2020050314,4544,128,14,1,2,1588485600.0
18052,2020050313,3739,128,13,1,2,1588482000.0
18053,2020050312,3272,128,12,1,2,1588478400.0
18054,2020050311,5541,128,11,1,2,1588474800.0
18055,2020050310,6691,128,10,1,2,1588471200.0
18056,2020050309,8193,128,9,1,2,1588467600.0
18057,2020050308,5316,128,8,1,2,1588464000.0
18058,2020050307,1388,128,7,2,2,1588460400.0
18059,2020050306,240,128,6,3,2,1588456800.0
18060,2020050305,1122,128,5,3,2,1588453200.0
18061,2020050304,127,128,4,3,2,1588449600.0
18062,2020050303,546,128,3,3,2,1588446000.0
18063,2020050302,141,128,2,3,2,1588442400.0
18064,2020050301,627,128,1,3,2,1588438800.0
18065,2020050300,388,128,0,3,2,1588435200.0
18066,2020050223,1055,127,23,3,2,1588431600.0
18067,2020050222,1210,127,22,2,2,1588428000.0
18068,2020050221,1896,127,21,2,2,1588424400.0
18069,2020050220,1760,127,20,2,2,1588420800.0
18070,2020050219,2543,127,19,2,2,1588417200.0
18071,2020050218,3012,127,18,1,2,1588413600.0
18072,2020050217,5227,127,17,1,2,1588410000.0
18073,2020050216,5459,127,16,1,2,1588406400.0
18074,2020050215,6175,127,15,1,2,1588402800.0
18075,2020050214,4918,127,14,1,2,1588399200.0
18076,2020050213,3882,127,13,1,2,1588395600.0
18077,2020050212,3420,127,12,1,2,1588392000.0
18078,2020050211,5758,127,11,1,2,1588388400.0
18079,2020050210,6991,127,10,1,2,1588384800.0
18080,2020050209,8792,127,9,1,2,1588381200.0
18081,2020050208,5940,127,8,1,2,1588377600.0
18082,2020050207,1501,127,7,2,2,1588374000.0
18083,2020050206,369,127,6,3,2,1588370400.0
18084,2020050205,1132,127,5,3,2,1588366800.0
18085,2020050204,129,127,4,3,2,1588363200.0
18086,2020050203,569,127,3,3,2,1588359600.0
18087,2020050202,145,127,2,3,2,1588356000.0
18088,2020050201,612,127,1,3,2,1588352400.0
18089,2020050200,398,127,0,3,2,1588348800.0
18090,2020050123,1161,126,23,3,2,1588345200.0
18091,2020050122,1224,126,22,2,2,1588341600.0
18092,2020050121,2055,126,21,2,2,1588338000.0
18093,2020050120,1975,126,20,2,2,1588334400.0
18094,2020050119,2787,126,19,2,2,1588330800.0
18095,2020050118,3593,126,18,1,2,1588327200.0
18096,2020050117,6411,126,17,1,2,1588323600.0
18097,2020050116,7078,126,16,1,2,1588320000.0
18098,2020050115,7879,126,15,1,2,1588316400.0
18099,2020050114,6433,126,14,1,2,1588312800.0
18100,2020050113,4732,126,13,1,2,1588309200.0
18101,2020050112,4253,126,12,1,2,1588305600.0
18102,2020050111,7984,126,11,1,2,1588302000.0
18103,2020050110,9525,126,10,1,2,1588298400.0
18104,2020050109,12041,126,9,1,2,1588294800.0
18105,2020050108,9114,126,8,1,2,1588291200.0
18106,2020050107,1962,126,7,2,2,1588287600.0
18107,2020050106,397,126,6,3,2,1588284000.0
18108,2020050105,1186,126,5,3,2,1588280400.0
18109,2020050104,147,126,4,3,2,1588276800.0
18110,2020050103,563,126,3,3,2,1588273200.0
18111,2020050102,149,126,2,3,2,1588269600.0
18112,2020050101,705,126,1,3,2,1588266000.0
18113,2020050100,494,126,0,3,2,1588262400.0
18114,2020043023,1788,125,23,3,1,1588258800.0
18115,2020043022,2392,125,22,2,1,1588255200.0
18116,2020043021,4089,125,21,2,1,1588251600.0
18117,2020043020,5425,125,20,2,1,1588248000.0
18118,2020043019,9913,125,19,2,1,1588244400.0
18119,2020043018,21423,125,18,1,1,1588240800.0
18120,2020043017,47983,125,17,1,1,1588237200.0
18121,2020043016,63049,125,16,1,1,1588233600.0
18122,2020043015,67021,125,15,1,1,1588230000.0
18123,2020043014,69988,125,14,1,1,1588226400.0
18124,2020043013,31270,125,13,1,1,1588222800.0
18125,2020043012,18053,125,12,1,1,1588219200.0
18126,2020043011,47998,125,11,1,1,1588215600.0
18127,2020043010,63060,125,10,1,1,1588212000.0
18128,2020043009,83483,125,9,1,1,1588208400.0
18129,2020043008,84212,125,8,1,1,1588204800.0
18130,2020043007,5996,125,7,2,1,1588201200.0
18131,2020043006,579,125,6,3,1,1588197600.0
18132,2020043005,1132,125,5,3,1,1588194000.0
18133,2020043004,137,125,4,3,1,1588190400.0
18134,2020043003,590,125,3,3,1,1588186800.0
18135,2020043002,207,125,2,3,1,1588183200.0
18136,2020043001,722,125,1,3,1,1588179600.0
18137,2020043000,650,125,0,3,1,1588176000.0
18138,2020042923,1696,124,23,3,1,1588172400.0
18139,2020042922,2494,124,22,2,1,1588168800.0
18140,2020042921,4012,124,21,2,1,1588165200.0
18141,2020042920,5388,124,20,2,1,1588161600.0
18142,2020042919,9240,124,19,2,1,1588158000.0
18143,2020042918,20021,124,18,1,1,1588154400.0
18144,2020042917,48335,124,17,1,1,1588150800.0
18145,2020042916,63646,124,16,1,1,1588147200.0
18146,2020042915,67921,124,15,1,1,1588143600.0
18147,2020042914,70114,124,14,1,1,1588140000.0
18148,2020042913,31955,124,13,1,1,1588136400.0
18149,2020042912,17001,124,12,1,1,1588132800.0
18150,2020042911,47844,124,11,1,1,1588129200.0
18151,2020042910,63356,124,10,1,1,1588125600.0
18152,2020042909,82736,124,9,1,1,1588122000.0
18153,2020042908,86858,124,8,1,1,1588118400.0
18154,2020042907,6252,124,7,2,1,1588114800.0
18155,2020042906,637,124,6,3,1,1588111200.0
18156,2020042905,1168,124,5,3,1,1588107600.0
18157,2020042904,146,124,4,3,1,1588104000.0
18158,2020042903,580,124,3,3,1,1588100400.0
18159,2020042902,156,124,2,3,1,1588096800.0
18160,2020042901,656,124,1,3,1,1588093200.0
18161,2020042900,577,124,0,3,1,1588089600.0
18162,2020042823,1622,123,23,3,1,1588086000.0
18163,2020042822,2642,123,22,2,1,1588082400.0
18164,2020042821,3539,123,21,2,1,1588078800.0
18165,2020042820,4739,123,20,2,1,1588075200.0
18166,2020042819,8805,123,19,2,1,1588071600.0
18167,2020042818,18773,123,18,1,1,1588068000.0
18168,2020042817,47116,123,17,1,1,1588064400.0
18169,2020042816,63427,123,16,1,1,1588060800.0
18170,2020042815,69092,123,15,1,1,1588057200.0
18171,2020042814,72287,123,14,1,1,1588053600.0
18172,2020042813,31801,123,13,1,1,1588050000.0
18173,2020042812,16747,123,12,1,1,1588046400.0
18174,2020042811,46914,123,11,1,1,1588042800.0
18175,2020042810,63979,123,10,1,1,1588039200.0
18176,2020042809,84308,123,9,1,1,1588035600.0
18177,2020042808,86816,123,8,1,1,1588032000.0
18178,2020042807,6189,123,7,2,1,1588028400.0
18179,2020042806,930,123,6,3,1,1588024800.0
18180,2020042805,879,123,5,3,1,1588021200.0
18181,2020042804,327,123,4,3,1,1588017600.0
18182,2020042803,350,123,3,3,1,1588014000.0
18183,2020042802,198,123,2,3,1,1588010400.0
18184,2020042801,699,123,1,3,1,1588006800.0
18185,2020042800,468,123,0,3,1,1588003200.0
18186,2020042723,1496,122,23,3,1,1587999600.0
18187,2020042722,2075,122,22,2,1,1587996000.0
18188,2020042721,3602,122,21,2,1,1587992400.0
18189,2020042720,4665,122,20,2,1,1587988800.0
18190,2020042719,8365,122,19,2,1,1587985200.0
18191,2020042718,18515,122,18,1,1,1587981600.0
18192,2020042717,48014,122,17,1,1,1587978000.0
18193,2020042716,64364,122,16,1,1,1587974400.0
18194,2020042715,70094,122,15,1,1,1587970800.0
18195,2020042714,74531,122,14,1,1,1587967200.0
18196,2020042713,32056,122,13,1,1,1587963600.0
18197,2020042712,16496,122,12,1,1,1587960000.0
18198,2020042711,48966,122,11,1,1,1587956400.0
18199,2020042710,66123,122,10,1,1,1587952800.0
18200,2020042709,87495,122,9,1,1,1587949200.0
18201,2020042708,90049,122,8,1,1,1587945600.0
18202,2020042707,6248,122,7,2,1,1587942000.0
18203,2020042706,599,122,6,3,1,1587938400.0
18204,2020042705,1095,122,5,3,1,1587934800.0
18205,2020042704,82,122,4,3,1,1587931200.0
18206,2020042703,503,122,3,3,1,1587927600.0
18207,2020042702,159,122,2,3,1,1587924000.0
18208,2020042701,650,122,1,3,1,1587920400.0
18209,2020042700,426,122,0,3,1,1587916800.0
18210,2020042623,1320,121,23,3,1,1587913200.0
18211,2020042622,1935,121,22,2,1,1587909600.0
18212,2020042621,3584,121,21,2,1,1587906000.0
18213,2020042620,4369,121,20,2,1,1587902400.0
18214,2020042619,8167,121,19,2,1,1587898800.0
18215,2020042618,17071,121,18,1,1,1587895200.0
18216,2020042617,45837,121,17,1,1,1587891600.0
18217,2020042616,63613,121,16,1,1,1587888000.0
18218,2020042615,68236,121,15,1,1,1587884400.0
18219,2020042614,72727,121,14,1,1,1587880800.0
18220,2020042613,31364,121,13,1,1,1587877200.0
18221,2020042612,15732,121,12,1,1,1587873600.0
18222,2020042611,50149,121,11,1,1,1587870000.0
18223,2020042610,66195,121,10,1,1,1587866400.0
18224,2020042609,87046,121,9,1,1,1587862800.0
18225,2020042608,87596,121,8,1,1,1587859200.0
18226,2020042607,5617,121,7,2,1,1587855600.0
18227,2020042606,601,121,6,3,1,1587852000.0
18228,2020042605,1226,121,5,3,1,1587848400.0
18229,2020042604,248,121,4,3,1,1587844800.0
18230,2020042603,672,121,3,3,1,1587841200.0
18231,2020042602,156,121,2,3,1,1587837600.0
18232,2020042601,601,121,1,3,1,1587834000.0
18233,2020042600,348,121,0,3,1,1587830400.0
18234,2020042523,1131,120,23,3,2,1587826800.0
18235,2020042522,1246,120,22,2,2,1587823200.0
18236,2020042521,2180,120,21,2,2,1587819600.0
18237,2020042520,2179,120,20,2,2,1587816000.0
18238,2020042519,2911,120,19,2,2,1587812400.0
18239,2020042518,3045,120,18,1,2,1587808800.0
18240,2020042517,5438,120,17,1,2,1587805200.0
18241,2020042516,5639,120,16,1,2,1587801600.0
18242,2020042515,6053,120,15,1,2,1587798000.0
18243,2020042514,5248,120,14,1,2,1587794400.0
18244,2020042513,4288,120,13,1,2,1587790800.0
18245,2020042512,3769,120,12,1,2,1587787200.0
18246,2020042511,6436,120,11,1,2,1587783600.0
18247,2020042510,7702,120,10,1,2,1587780000.0
18248,2020042509,9195,120,9,1,2,1587776400.0
18249,2020042508,7148,120,8,1,2,1587772800.0
18250,2020042507,1630,120,7,2,2,1587769200.0
18251,2020042506,292,120,6,3,2,1587765600.0
18252,2020042505,1110,120,5,3,2,1587762000.0
18253,2020042504,158,120,4,3,2,1587758400.0
18254,2020042503,552,120,3,3,2,1587754800.0
18255,2020042502,162,120,2,3,2,1587751200.0
18256,2020042501,643,120,1,3,2,1587747600.0
18257,2020042500,607,120,0,3,2,1587744000.0
18258,2020042423,1509,119,23,3,1,1587740400.0
18259,2020042422,2053,119,22,2,1,1587736800.0
18260,2020042421,3394,119,21,2,1,1587733200.0
18261,2020042420,4299,119,20,2,1,1587729600.0
18262,2020042419,8240,119,19,2,1,1587726000.0
18263,2020042418,18650,119,18,1,1,1587722400.0
18264,2020042417,48074,119,17,1,1,1587718800.0
18265,2020042416,64826,119,16,1,1,1587715200.0
18266,2020042415,69898,119,15,1,1,1587711600.0
18267,2020042414,72539,119,14,1,1,1587708000.0
18268,2020042413,31900,119,13,1,1,1587704400.0
18269,2020042412,16703,119,12,1,1,1587700800.0
18270,2020042411,47759,119,11,1,1,1587697200.0
18271,2020042410,64581,119,10,1,1,1587693600.0
18272,2020042409,84473,119,9,1,1,1587690000.0
18273,2020042408,84943,119,8,1,1,1587686400.0
18274,2020042407,5803,119,7,2,1,1587682800.0
18275,2020042406,496,119,6,3,1,1587679200.0
18276,2020042405,1098,119,5,3,1,1587675600.0
18277,2020042404,129,119,4,3,1,1587672000.0
18278,2020042403,538,119,3,3,1,1587668400.0
18279,2020042402,179,119,2,3,1,1587664800.0
18280,2020042401,654,119,1,3,1,1587661200.0
18281,2020042400,655,119,0,3,1,1587657600.0
18282,2020042323,1635,118,23,3,1,1587654000.0
18283,2020042322,1796,118,22,2,1,1587650400.0
18284,2020042321,3343,118,21,2,1,1587646800.0
18285,2020042320,4504,118,20,2,1,1587643200.0
18286,2020042319,8147,118,19,2,1,1587639600.0
18287,2020042318,17000,118,18,1,1,1587636000.0
18288,2020042317,46074,118,17,1,1,1587632400.0
18289,2020042316,62252,118,16,1,1,1587628800.0
18290,2020042315,68687,118,15,1,1,1587625200.0
18291,2020042314,71012,118,14,1,1,1587621600.0
18292,2020042313,30802,118,13,1,1,1587618000.0
18293,2020042312,16276,118,12,1,1,1587614400.0
18294,2020042311,46927,118,11,1,1,1587610800.0
18295,2020042310,63462,118,10,1,1,1587607200.0
18296,2020042309,84574,118,9,1,1,1587603600.0
18297,2020042308,85468,118,8,1,1,1587600000.0
18298,2020042307,5526,118,7,2,1,1587596400.0
18299,2020042306,499,118,6,3,1,1587592800.0
18300,2020042305,1059,118,5,3,1,1587589200.0
18301,2020042304,166,118,4,3,1,1587585600.0
18302,2020042303,507,118,3,3,1,1587582000.0
18303,2020042302,141,118,2,3,1,1587578400.0
18304,2020042301,663,118,1,3,1,1587574800.0
18305,2020042300,400,118,0,3,1,1587571200.0
18306,2020042223,1338,117,23,3,1,1587567600.0
18307,2020042222,1857,117,22,2,1,1587564000.0
18308,2020042221,3205,117,21,2,1,1587560400.0
18309,2020042220,4175,117,20,2,1,1587556800.0
18310,2020042219,8058,117,19,2,1,1587553200.0
18311,2020042218,17468,117,18,1,1,1587549600.0
18312,2020042217,45601,117,17,1,1,1587546000.0
18313,2020042216,63915,117,16,1,1,1587542400.0
18314,2020042215,69800,117,15,1,1,1587538800.0
18315,2020042214,72659,117,14,1,1,1587535200.0
18316,2020042213,30934,117,13,1,1,1587531600.0
18317,2020042212,16192,117,12,1,1,1587528000.0
18318,2020042211,47047,117,11,1,1,1587524400.0
18319,2020042210,65315,117,10,1,1,1587520800.0
18320,2020042209,85883,117,9,1,1,1587517200.0
18321,2020042208,86310,117,8,1,1,1587513600.0
18322,2020042207,5863,117,7,2,1,1587510000.0
18323,2020042206,476,117,6,3,1,1587506400.0
18324,2020042205,989,117,5,3,1,1587502800.0
18325,2020042204,130,117,4,3,1,1587499200.0
18326,2020042203,496,117,3,3,1,1587495600.0
18327,2020042202,191,117,2,3,1,1587492000.0
18328,2020042201,638,117,1,3,1,1587488400.0
18329,2020042200,486,117,0,3,1,1587484800.0
18330,2020042123,1264,116,23,3,1,1587481200.0
18331,2020042122,1824,116,22,2,1,1587477600.0
18332,2020042121,3235,116,21,2,1,1587474000.0
18333,2020042120,4551,116,20,2,1,1587470400.0
18334,2020042119,7957,116,19,2,1,1587466800.0
18335,2020042118,17230,116,18,1,1,1587463200.0
18336,2020042117,46470,116,17,1,1,1587459600.0
18337,2020042116,64418,116,16,1,1,1587456000.0
18338,2020042115,69724,116,15,1,1,1587452400.0
18339,2020042114,73427,116,14,1,1,1587448800.0
18340,2020042113,32140,116,13,1,1,1587445200.0
18341,2020042112,16325,116,12,1,1,1587441600.0
18342,2020042111,48088,116,11,1,1,1587438000.0
18343,2020042110,66009,116,10,1,1,1587434400.0
18344,2020042109,86640,116,9,1,1,1587430800.0
18345,2020042108,87065,116,8,1,1,1587427200.0
18346,2020042107,5855,116,7,2,1,1587423600.0
18347,2020042106,514,116,6,3,1,1587420000.0
18348,2020042105,1012,116,5,3,1,1587416400.0
18349,2020042104,148,116,4,3,1,1587412800.0
18350,2020042103,477,116,3,3,1,1587409200.0
18351,2020042102,158,116,2,3,1,1587405600.0
18352,2020042101,566,116,1,3,1,1587402000.0
18353,2020042100,446,116,0,3,1,1587398400.0
18354,2020042023,1356,115,23,3,1,1587394800.0
18355,2020042022,1712,115,22,2,1,1587391200.0
18356,2020042021,3204,115,21,2,1,1587387600.0
18357,2020042020,4511,115,20,2,1,1587384000.0
18358,2020042019,8074,115,19,2,1,1587380400.0
18359,2020042018,17381,115,18,1,1,1587376800.0
18360,2020042017,47446,115,17,1,1,1587373200.0
18361,2020042016,66721,115,16,1,1,1587369600.0
18362,2020042015,72847,115,15,1,1,1587366000.0
18363,2020042014,76571,115,14,1,1,1587362400.0
18364,2020042013,33533,115,13,1,1,1587358800.0
18365,2020042012,16667,115,12,1,1,1587355200.0
18366,2020042011,49745,115,11,1,1,1587351600.0
18367,2020042010,70109,115,10,1,1,1587348000.0
18368,2020042009,91541,115,9,1,1,1587344400.0
18369,2020042008,86696,115,8,1,1,1587340800.0
18370,2020042007,5740,115,7,2,1,1587337200.0
18371,2020042006,395,115,6,3,1,1587333600.0
18372,2020042005,954,115,5,3,1,1587330000.0
18373,2020042004,134,115,4,3,1,1587326400.0
18374,2020042003,461,115,3,3,1,1587322800.0
18375,2020042002,125,115,2,3,1,1587319200.0
18376,2020042001,547,115,1,3,1,1587315600.0
18377,2020042000,365,115,0,3,1,1587312000.0
18378,2020041923,1159,114,23,3,2,1587308400.0
18379,2020041922,1260,114,22,2,2,1587304800.0
18380,2020041921,2135,114,21,2,2,1587301200.0
18381,2020041920,2154,114,20,2,2,1587297600.0
18382,2020041919,2549,114,19,2,2,1587294000.0
18383,2020041918,3004,114,18,1,2,1587290400.0
18384,2020041917,4514,114,17,1,2,1587286800.0
18385,2020041916,4858,114,16,1,2,1587283200.0
18386,2020041915,4928,114,15,1,2,1587279600.0
18387,2020041914,4189,114,14,1,2,1587276000.0
18388,2020041913,3485,114,13,1,2,1587272400.0
18389,2020041912,2957,114,12,1,2,1587268800.0
